skill,course_name,course_type,difficulty_level,duration,avg_rating,num_ratings,is_free,is_coursera_plus,partners,course_url
Responsive Web Design,"Introduction to HTML, CSS, & JavaScript",COURSE,BEGINNER,ONE_TO_FOUR_WEEKS,4.440298507462686,670,false,true,IBM,https://www.coursera.org/learn/introduction-html-css-javascript
Cascading Style Sheets (CSS),"Introduction to HTML, CSS, & JavaScript",COURSE,BEGINNER,ONE_TO_FOUR_WEEKS,4.440298507462686,670,false,true,IBM,https://www.coursera.org/learn/introduction-html-css-javascript
Web Development,"Introduction to HTML, CSS, & JavaScript",COURSE,BEGINNER,ONE_TO_FOUR_WEEKS,4.440298507462686,670,false,true,IBM,https://www.coursera.org/learn/introduction-html-css-javascript
Javascript,"Introduction to HTML, CSS, & JavaScript",COURSE,BEGINNER,ONE_TO_FOUR_WEEKS,4.440298507462686,670,false,true,IBM,https://www.coursera.org/learn/introduction-html-css-javascript
Bootstrap (Front-End Framework),"Introduction to HTML, CSS, & JavaScript",COURSE,BEGINNER,ONE_TO_FOUR_WEEKS,4.440298507462686,670,false,true,IBM,https://www.coursera.org/learn/introduction-html-css-javascript
Scripting,"Introduction to HTML, CSS, & JavaScript",COURSE,BEGINNER,ONE_TO_FOUR_WEEKS,4.440298507462686,670,false,true,IBM,https://www.coursera.org/learn/introduction-html-css-javascript
Browser Compatibility,"Introduction to HTML, CSS, & JavaScript",COURSE,BEGINNER,ONE_TO_FOUR_WEEKS,4.440298507462686,670,false,true,IBM,https://www.coursera.org/learn/introduction-html-css-javascript
Application Programming Interface (API),"Introduction to HTML, CSS, & JavaScript",COURSE,BEGINNER,ONE_TO_FOUR_WEEKS,4.440298507462686,670,false,true,IBM,https://www.coursera.org/learn/introduction-html-css-javascript
Back-End Web Development,"Introduction to HTML, CSS, & JavaScript",COURSE,BEGINNER,ONE_TO_FOUR_WEEKS,4.440298507462686,670,false,true,IBM,https://www.coursera.org/learn/introduction-html-css-javascript
WordPress,Build a Full Website using WordPress,GUIDED_PROJECT,ADVANCED,LESS_THAN_TWO_HOURS,4.376232973226867,4258,false,true,Coursera,https://www.coursera.org/projects/build-a-full-website-using-wordpress
Content Management Systems,Build a Full Website using WordPress,GUIDED_PROJECT,ADVANCED,LESS_THAN_TWO_HOURS,4.376232973226867,4258,false,true,Coursera,https://www.coursera.org/projects/build-a-full-website-using-wordpress
Web Content,Build a Full Website using WordPress,GUIDED_PROJECT,ADVANCED,LESS_THAN_TWO_HOURS,4.376232973226867,4258,false,true,Coursera,https://www.coursera.org/projects/build-a-full-website-using-wordpress
Web Design and Development,Build a Full Website using WordPress,GUIDED_PROJECT,ADVANCED,LESS_THAN_TWO_HOURS,4.376232973226867,4258,false,true,Coursera,https://www.coursera.org/projects/build-a-full-website-using-wordpress
Web Design,Build a Full Website using WordPress,GUIDED_PROJECT,ADVANCED,LESS_THAN_TWO_HOURS,4.376232973226867,4258,false,true,Coursera,https://www.coursera.org/projects/build-a-full-website-using-wordpress
Web Development,Build a Full Website using WordPress,GUIDED_PROJECT,ADVANCED,LESS_THAN_TWO_HOURS,4.376232973226867,4258,false,true,Coursera,https://www.coursera.org/projects/build-a-full-website-using-wordpress
Blogs,Build a Full Website using WordPress,GUIDED_PROJECT,ADVANCED,LESS_THAN_TWO_HOURS,4.376232973226867,4258,false,true,Coursera,https://www.coursera.org/projects/build-a-full-website-using-wordpress
Social Media,Build a Full Website using WordPress,GUIDED_PROJECT,ADVANCED,LESS_THAN_TWO_HOURS,4.376232973226867,4258,false,true,Coursera,https://www.coursera.org/projects/build-a-full-website-using-wordpress
Content Management,Build a Full Website using WordPress,GUIDED_PROJECT,ADVANCED,LESS_THAN_TWO_HOURS,4.376232973226867,4258,false,true,Coursera,https://www.coursera.org/projects/build-a-full-website-using-wordpress
Marketing,Build a Full Website using WordPress,GUIDED_PROJECT,ADVANCED,LESS_THAN_TWO_HOURS,4.376232973226867,4258,false,true,Coursera,https://www.coursera.org/projects/build-a-full-website-using-wordpress
Design,Build a Full Website using WordPress,GUIDED_PROJECT,ADVANCED,LESS_THAN_TWO_HOURS,4.376232973226867,4258,false,true,Coursera,https://www.coursera.org/projects/build-a-full-website-using-wordpress
Computer Science,Build a Full Website using WordPress,GUIDED_PROJECT,ADVANCED,LESS_THAN_TWO_HOURS,4.376232973226867,4258,false,true,Coursera,https://www.coursera.org/projects/build-a-full-website-using-wordpress
Event Management,Develop a Company Website with Wix,GUIDED_PROJECT,BEGINNER,LESS_THAN_TWO_HOURS,4.563694267515924,1256,false,true,Coursera,https://www.coursera.org/projects/develop-a-company-website-with-wix
Blogs,Develop a Company Website with Wix,GUIDED_PROJECT,BEGINNER,LESS_THAN_TWO_HOURS,4.563694267515924,1256,false,true,Coursera,https://www.coursera.org/projects/develop-a-company-website-with-wix
Content Development and Management,Develop a Company Website with Wix,GUIDED_PROJECT,BEGINNER,LESS_THAN_TWO_HOURS,4.563694267515924,1256,false,true,Coursera,https://www.coursera.org/projects/develop-a-company-website-with-wix
Content Management,Develop a Company Website with Wix,GUIDED_PROJECT,BEGINNER,LESS_THAN_TWO_HOURS,4.563694267515924,1256,false,true,Coursera,https://www.coursera.org/projects/develop-a-company-website-with-wix
Web Design,Develop a Company Website with Wix,GUIDED_PROJECT,BEGINNER,LESS_THAN_TWO_HOURS,4.563694267515924,1256,false,true,Coursera,https://www.coursera.org/projects/develop-a-company-website-with-wix
Web Design and Development,Develop a Company Website with Wix,GUIDED_PROJECT,BEGINNER,LESS_THAN_TWO_HOURS,4.563694267515924,1256,false,true,Coursera,https://www.coursera.org/projects/develop-a-company-website-with-wix
No-Code Development,Develop a Company Website with Wix,GUIDED_PROJECT,BEGINNER,LESS_THAN_TWO_HOURS,4.563694267515924,1256,false,true,Coursera,https://www.coursera.org/projects/develop-a-company-website-with-wix
User Accounts,Develop a Company Website with Wix,GUIDED_PROJECT,BEGINNER,LESS_THAN_TWO_HOURS,4.563694267515924,1256,false,true,Coursera,https://www.coursera.org/projects/develop-a-company-website-with-wix
Brand Management,Develop a Company Website with Wix,GUIDED_PROJECT,BEGINNER,LESS_THAN_TWO_HOURS,4.563694267515924,1256,false,true,Coursera,https://www.coursera.org/projects/develop-a-company-website-with-wix
Digital Marketing,Develop a Company Website with Wix,GUIDED_PROJECT,BEGINNER,LESS_THAN_TWO_HOURS,4.563694267515924,1256,false,true,Coursera,https://www.coursera.org/projects/develop-a-company-website-with-wix
Public Relations,Develop a Company Website with Wix,GUIDED_PROJECT,BEGINNER,LESS_THAN_TWO_HOURS,4.563694267515924,1256,false,true,Coursera,https://www.coursera.org/projects/develop-a-company-website-with-wix
WordPress,Build a free website with WordPress,GUIDED_PROJECT,INTERMEDIATE,LESS_THAN_TWO_HOURS,4.464167062173707,2107,false,true,Coursera,https://www.coursera.org/projects/build-free-website-wordpress
Content Management,Build a free website with WordPress,GUIDED_PROJECT,INTERMEDIATE,LESS_THAN_TWO_HOURS,4.464167062173707,2107,false,true,Coursera,https://www.coursera.org/projects/build-free-website-wordpress
Web Content,Build a free website with WordPress,GUIDED_PROJECT,INTERMEDIATE,LESS_THAN_TWO_HOURS,4.464167062173707,2107,false,true,Coursera,https://www.coursera.org/projects/build-free-website-wordpress
Web Design and Development,Build a free website with WordPress,GUIDED_PROJECT,INTERMEDIATE,LESS_THAN_TWO_HOURS,4.464167062173707,2107,false,true,Coursera,https://www.coursera.org/projects/build-free-website-wordpress
Content Creation,Build a free website with WordPress,GUIDED_PROJECT,INTERMEDIATE,LESS_THAN_TWO_HOURS,4.464167062173707,2107,false,true,Coursera,https://www.coursera.org/projects/build-free-website-wordpress
Creativity,Build a free website with WordPress,GUIDED_PROJECT,INTERMEDIATE,LESS_THAN_TWO_HOURS,4.464167062173707,2107,false,true,Coursera,https://www.coursera.org/projects/build-free-website-wordpress
Responsive Web Design,Build Dynamic User Interfaces (UI) for Websites,COURSE,BEGINNER,ONE_TO_FOUR_WEEKS,4.790275952693824,3805,false,true,Google,https://www.coursera.org/learn/responsive-web-design-adobe-xd
User Experience Design,Build Dynamic User Interfaces (UI) for Websites,COURSE,BEGINNER,ONE_TO_FOUR_WEEKS,4.790275952693824,3805,false,true,Google,https://www.coursera.org/learn/responsive-web-design-adobe-xd
Design Reviews,Build Dynamic User Interfaces (UI) for Websites,COURSE,BEGINNER,ONE_TO_FOUR_WEEKS,4.790275952693824,3805,false,true,Google,https://www.coursera.org/learn/responsive-web-design-adobe-xd
Wireframing,Build Dynamic User Interfaces (UI) for Websites,COURSE,BEGINNER,ONE_TO_FOUR_WEEKS,4.790275952693824,3805,false,true,Google,https://www.coursera.org/learn/responsive-web-design-adobe-xd
Usability Testing,Build Dynamic User Interfaces (UI) for Websites,COURSE,BEGINNER,ONE_TO_FOUR_WEEKS,4.790275952693824,3805,false,true,Google,https://www.coursera.org/learn/responsive-web-design-adobe-xd
User Research,Build Dynamic User Interfaces (UI) for Websites,COURSE,BEGINNER,ONE_TO_FOUR_WEEKS,4.790275952693824,3805,false,true,Google,https://www.coursera.org/learn/responsive-web-design-adobe-xd
User Centered Design,Build Dynamic User Interfaces (UI) for Websites,COURSE,BEGINNER,ONE_TO_FOUR_WEEKS,4.790275952693824,3805,false,true,Google,https://www.coursera.org/learn/responsive-web-design-adobe-xd
User Interface (UI) Design,Build Dynamic User Interfaces (UI) for Websites,COURSE,BEGINNER,ONE_TO_FOUR_WEEKS,4.790275952693824,3805,false,true,Google,https://www.coursera.org/learn/responsive-web-design-adobe-xd
Prototyping,Build Dynamic User Interfaces (UI) for Websites,COURSE,BEGINNER,ONE_TO_FOUR_WEEKS,4.790275952693824,3805,false,true,Google,https://www.coursera.org/learn/responsive-web-design-adobe-xd
Mockups,Build Dynamic User Interfaces (UI) for Websites,COURSE,BEGINNER,ONE_TO_FOUR_WEEKS,4.790275952693824,3805,false,true,Google,https://www.coursera.org/learn/responsive-web-design-adobe-xd
User Flows,Build Dynamic User Interfaces (UI) for Websites,COURSE,BEGINNER,ONE_TO_FOUR_WEEKS,4.790275952693824,3805,false,true,Google,https://www.coursera.org/learn/responsive-web-design-adobe-xd
Information Architecture,Build Dynamic User Interfaces (UI) for Websites,COURSE,BEGINNER,ONE_TO_FOUR_WEEKS,4.790275952693824,3805,false,true,Google,https://www.coursera.org/learn/responsive-web-design-adobe-xd
HTML and CSS,Introduction to Front-End Development,COURSE,BEGINNER,ONE_TO_FOUR_WEEKS,4.7662366548042705,13488,false,true,Meta,https://www.coursera.org/learn/introduction-to-front-end-development
Bootstrap (Front-End Framework),Introduction to Front-End Development,COURSE,BEGINNER,ONE_TO_FOUR_WEEKS,4.7662366548042705,13488,false,true,Meta,https://www.coursera.org/learn/introduction-to-front-end-development
Responsive Web Design,Introduction to Front-End Development,COURSE,BEGINNER,ONE_TO_FOUR_WEEKS,4.7662366548042705,13488,false,true,Meta,https://www.coursera.org/learn/introduction-to-front-end-development
Front-End Web Development,Introduction to Front-End Development,COURSE,BEGINNER,ONE_TO_FOUR_WEEKS,4.7662366548042705,13488,false,true,Meta,https://www.coursera.org/learn/introduction-to-front-end-development
User Interface (UI),Introduction to Front-End Development,COURSE,BEGINNER,ONE_TO_FOUR_WEEKS,4.7662366548042705,13488,false,true,Meta,https://www.coursera.org/learn/introduction-to-front-end-development
JavaScript Frameworks,Introduction to Front-End Development,COURSE,BEGINNER,ONE_TO_FOUR_WEEKS,4.7662366548042705,13488,false,true,Meta,https://www.coursera.org/learn/introduction-to-front-end-development
Web Design and Development,Introduction to Front-End Development,COURSE,BEGINNER,ONE_TO_FOUR_WEEKS,4.7662366548042705,13488,false,true,Meta,https://www.coursera.org/learn/introduction-to-front-end-development
Web Applications,Introduction to Front-End Development,COURSE,BEGINNER,ONE_TO_FOUR_WEEKS,4.7662366548042705,13488,false,true,Meta,https://www.coursera.org/learn/introduction-to-front-end-development
Web Development Tools,Introduction to Front-End Development,COURSE,BEGINNER,ONE_TO_FOUR_WEEKS,4.7662366548042705,13488,false,true,Meta,https://www.coursera.org/learn/introduction-to-front-end-development
React.js,Introduction to Front-End Development,COURSE,BEGINNER,ONE_TO_FOUR_WEEKS,4.7662366548042705,13488,false,true,Meta,https://www.coursera.org/learn/introduction-to-front-end-development
General Networking,Introduction to Front-End Development,COURSE,BEGINNER,ONE_TO_FOUR_WEEKS,4.7662366548042705,13488,false,true,Meta,https://www.coursera.org/learn/introduction-to-front-end-development
Responsive Web Design,Responsive Website Development and Design,SPECIALIZATION,BEGINNER,THREE_TO_SIX_MONTHS,4.544221635883901,7580,false,true,University of London,https://www.coursera.org/specializations/website-development
HTML and CSS,Responsive Website Development and Design,SPECIALIZATION,BEGINNER,THREE_TO_SIX_MONTHS,4.544221635883901,7580,false,true,University of London,https://www.coursera.org/specializations/website-development
Web Design,Responsive Website Development and Design,SPECIALIZATION,BEGINNER,THREE_TO_SIX_MONTHS,4.544221635883901,7580,false,true,University of London,https://www.coursera.org/specializations/website-development
Human Computer Interaction,Responsive Website Development and Design,SPECIALIZATION,BEGINNER,THREE_TO_SIX_MONTHS,4.544221635883901,7580,false,true,University of London,https://www.coursera.org/specializations/website-development
Interaction Design,Responsive Website Development and Design,SPECIALIZATION,BEGINNER,THREE_TO_SIX_MONTHS,4.544221635883901,7580,false,true,University of London,https://www.coursera.org/specializations/website-development
jQuery,Responsive Website Development and Design,SPECIALIZATION,BEGINNER,THREE_TO_SIX_MONTHS,4.544221635883901,7580,false,true,University of London,https://www.coursera.org/specializations/website-development
Bootstrap (Front-End Framework),Responsive Website Development and Design,SPECIALIZATION,BEGINNER,THREE_TO_SIX_MONTHS,4.544221635883901,7580,false,true,University of London,https://www.coursera.org/specializations/website-development
Hypertext Markup Language (HTML),Responsive Website Development and Design,SPECIALIZATION,BEGINNER,THREE_TO_SIX_MONTHS,4.544221635883901,7580,false,true,University of London,https://www.coursera.org/specializations/website-development
User Experience Design,Responsive Website Development and Design,SPECIALIZATION,BEGINNER,THREE_TO_SIX_MONTHS,4.544221635883901,7580,false,true,University of London,https://www.coursera.org/specializations/website-development
User Accounts,Responsive Website Development and Design,SPECIALIZATION,BEGINNER,THREE_TO_SIX_MONTHS,4.544221635883901,7580,false,true,University of London,https://www.coursera.org/specializations/website-development
MongoDB,Responsive Website Development and Design,SPECIALIZATION,BEGINNER,THREE_TO_SIX_MONTHS,4.544221635883901,7580,false,true,University of London,https://www.coursera.org/specializations/website-development
User Experience,Responsive Website Development and Design,SPECIALIZATION,BEGINNER,THREE_TO_SIX_MONTHS,4.544221635883901,7580,false,true,University of London,https://www.coursera.org/specializations/website-development
Wireframing,Responsive Website Development and Design,SPECIALIZATION,BEGINNER,THREE_TO_SIX_MONTHS,4.544221635883901,7580,false,true,University of London,https://www.coursera.org/specializations/website-development
Web Applications,Responsive Website Development and Design,SPECIALIZATION,BEGINNER,THREE_TO_SIX_MONTHS,4.544221635883901,7580,false,true,University of London,https://www.coursera.org/specializations/website-development
Wireframing,Web Design for Everybody: Basics of Web Development & Coding,SPECIALIZATION,BEGINNER,THREE_TO_SIX_MONTHS,4.73000339885572,35306,false,true,University of Michigan,https://www.coursera.org/specializations/web-design
Responsive Web Design,Web Design for Everybody: Basics of Web Development & Coding,SPECIALIZATION,BEGINNER,THREE_TO_SIX_MONTHS,4.73000339885572,35306,false,true,University of Michigan,https://www.coursera.org/specializations/web-design
HTML and CSS,Web Design for Everybody: Basics of Web Development & Coding,SPECIALIZATION,BEGINNER,THREE_TO_SIX_MONTHS,4.73000339885572,35306,false,true,University of Michigan,https://www.coursera.org/specializations/web-design
Web Content Accessibility Guidelines,Web Design for Everybody: Basics of Web Development & Coding,SPECIALIZATION,BEGINNER,THREE_TO_SIX_MONTHS,4.73000339885572,35306,false,true,University of Michigan,https://www.coursera.org/specializations/web-design
Cascading Style Sheets (CSS),Web Design for Everybody: Basics of Web Development & Coding,SPECIALIZATION,BEGINNER,THREE_TO_SIX_MONTHS,4.73000339885572,35306,false,true,University of Michigan,https://www.coursera.org/specializations/web-design
Web Design,Web Design for Everybody: Basics of Web Development & Coding,SPECIALIZATION,BEGINNER,THREE_TO_SIX_MONTHS,4.73000339885572,35306,false,true,University of Michigan,https://www.coursera.org/specializations/web-design
Hypertext Markup Language (HTML),Web Design for Everybody: Basics of Web Development & Coding,SPECIALIZATION,BEGINNER,THREE_TO_SIX_MONTHS,4.73000339885572,35306,false,true,University of Michigan,https://www.coursera.org/specializations/web-design
Browser Compatibility,Web Design for Everybody: Basics of Web Development & Coding,SPECIALIZATION,BEGINNER,THREE_TO_SIX_MONTHS,4.73000339885572,35306,false,true,University of Michigan,https://www.coursera.org/specializations/web-design
Bootstrap (Front-End Framework),Web Design for Everybody: Basics of Web Development & Coding,SPECIALIZATION,BEGINNER,THREE_TO_SIX_MONTHS,4.73000339885572,35306,false,true,University of Michigan,https://www.coursera.org/specializations/web-design
Javascript,Web Design for Everybody: Basics of Web Development & Coding,SPECIALIZATION,BEGINNER,THREE_TO_SIX_MONTHS,4.73000339885572,35306,false,true,University of Michigan,https://www.coursera.org/specializations/web-design
Front-End Web Development,Web Design for Everybody: Basics of Web Development & Coding,SPECIALIZATION,BEGINNER,THREE_TO_SIX_MONTHS,4.73000339885572,35306,false,true,University of Michigan,https://www.coursera.org/specializations/web-design
User Interface (UI),Web Design for Everybody: Basics of Web Development & Coding,SPECIALIZATION,BEGINNER,THREE_TO_SIX_MONTHS,4.73000339885572,35306,false,true,University of Michigan,https://www.coursera.org/specializations/web-design
Verification And Validation,Web Design for Everybody: Basics of Web Development & Coding,SPECIALIZATION,BEGINNER,THREE_TO_SIX_MONTHS,4.73000339885572,35306,false,true,University of Michigan,https://www.coursera.org/specializations/web-design
Web Development,Web Design for Everybody: Basics of Web Development & Coding,SPECIALIZATION,BEGINNER,THREE_TO_SIX_MONTHS,4.73000339885572,35306,false,true,University of Michigan,https://www.coursera.org/specializations/web-design
Web Content Accessibility Guidelines,Guided Website Development Project,COURSE,BEGINNER,ONE_TO_FOUR_WEEKS,,0,false,true,University of Washington,https://www.coursera.org/learn/guided-website-development-capstone
Browser Compatibility,Guided Website Development Project,COURSE,BEGINNER,ONE_TO_FOUR_WEEKS,,0,false,true,University of Washington,https://www.coursera.org/learn/guided-website-development-capstone
User Story,Guided Website Development Project,COURSE,BEGINNER,ONE_TO_FOUR_WEEKS,,0,false,true,University of Washington,https://www.coursera.org/learn/guided-website-development-capstone
HTML and CSS,Guided Website Development Project,COURSE,BEGINNER,ONE_TO_FOUR_WEEKS,,0,false,true,University of Washington,https://www.coursera.org/learn/guided-website-development-capstone
GitHub,Guided Website Development Project,COURSE,BEGINNER,ONE_TO_FOUR_WEEKS,,0,false,true,University of Washington,https://www.coursera.org/learn/guided-website-development-capstone
Microsoft Copilot,Guided Website Development Project,COURSE,BEGINNER,ONE_TO_FOUR_WEEKS,,0,false,true,University of Washington,https://www.coursera.org/learn/guided-website-development-capstone
Web Development,Guided Website Development Project,COURSE,BEGINNER,ONE_TO_FOUR_WEEKS,,0,false,true,University of Washington,https://www.coursera.org/learn/guided-website-development-capstone
Web Design and Development,Guided Website Development Project,COURSE,BEGINNER,ONE_TO_FOUR_WEEKS,,0,false,true,University of Washington,https://www.coursera.org/learn/guided-website-development-capstone
Web Design,Guided Website Development Project,COURSE,BEGINNER,ONE_TO_FOUR_WEEKS,,0,false,true,University of Washington,https://www.coursera.org/learn/guided-website-development-capstone
Application Deployment,Guided Website Development Project,COURSE,BEGINNER,ONE_TO_FOUR_WEEKS,,0,false,true,University of Washington,https://www.coursera.org/learn/guided-website-development-capstone
Responsive Web Design,Guided Website Development Project,COURSE,BEGINNER,ONE_TO_FOUR_WEEKS,,0,false,true,University of Washington,https://www.coursera.org/learn/guided-website-development-capstone
Git (Version Control System),Guided Website Development Project,COURSE,BEGINNER,ONE_TO_FOUR_WEEKS,,0,false,true,University of Washington,https://www.coursera.org/learn/guided-website-development-capstone
Front-End Web Development,Guided Website Development Project,COURSE,BEGINNER,ONE_TO_FOUR_WEEKS,,0,false,true,University of Washington,https://www.coursera.org/learn/guided-website-development-capstone
Development Testing,Guided Website Development Project,COURSE,BEGINNER,ONE_TO_FOUR_WEEKS,,0,false,true,University of Washington,https://www.coursera.org/learn/guided-website-development-capstone
Bootstrap (Front-End Framework),"Full-Stack Web Development: PHP, HTML, CSS & JavaScript",SPECIALIZATION,BEGINNER,ONE_TO_THREE_MONTHS,4.333333333333333,18,false,true,Board Infinity,https://www.coursera.org/specializations/full-stack-web-development-php-html-css-and-js
Full-Stack Web Development,"Full-Stack Web Development: PHP, HTML, CSS & JavaScript",SPECIALIZATION,BEGINNER,ONE_TO_THREE_MONTHS,4.333333333333333,18,false,true,Board Infinity,https://www.coursera.org/specializations/full-stack-web-development-php-html-css-and-js
JavaScript Frameworks,"Full-Stack Web Development: PHP, HTML, CSS & JavaScript",SPECIALIZATION,BEGINNER,ONE_TO_THREE_MONTHS,4.333333333333333,18,false,true,Board Infinity,https://www.coursera.org/specializations/full-stack-web-development-php-html-css-and-js
Web Applications,"Full-Stack Web Development: PHP, HTML, CSS & JavaScript",SPECIALIZATION,BEGINNER,ONE_TO_THREE_MONTHS,4.333333333333333,18,false,true,Board Infinity,https://www.coursera.org/specializations/full-stack-web-development-php-html-css-and-js
Database Management,"Full-Stack Web Development: PHP, HTML, CSS & JavaScript",SPECIALIZATION,BEGINNER,ONE_TO_THREE_MONTHS,4.333333333333333,18,false,true,Board Infinity,https://www.coursera.org/specializations/full-stack-web-development-php-html-css-and-js
Software Architecture,"Full-Stack Web Development: PHP, HTML, CSS & JavaScript",SPECIALIZATION,BEGINNER,ONE_TO_THREE_MONTHS,4.333333333333333,18,false,true,Board Infinity,https://www.coursera.org/specializations/full-stack-web-development-php-html-css-and-js
Database Design,"Full-Stack Web Development: PHP, HTML, CSS & JavaScript",SPECIALIZATION,BEGINNER,ONE_TO_THREE_MONTHS,4.333333333333333,18,false,true,Board Infinity,https://www.coursera.org/specializations/full-stack-web-development-php-html-css-and-js
Development Environment,"Full-Stack Web Development: PHP, HTML, CSS & JavaScript",SPECIALIZATION,BEGINNER,ONE_TO_THREE_MONTHS,4.333333333333333,18,false,true,Board Infinity,https://www.coursera.org/specializations/full-stack-web-development-php-html-css-and-js
Software Testing,"Full-Stack Web Development: PHP, HTML, CSS & JavaScript",SPECIALIZATION,BEGINNER,ONE_TO_THREE_MONTHS,4.333333333333333,18,false,true,Board Infinity,https://www.coursera.org/specializations/full-stack-web-development-php-html-css-and-js
NoSQL,"Full-Stack Web Development: PHP, HTML, CSS & JavaScript",SPECIALIZATION,BEGINNER,ONE_TO_THREE_MONTHS,4.333333333333333,18,false,true,Board Infinity,https://www.coursera.org/specializations/full-stack-web-development-php-html-css-and-js
Application Frameworks,"Full-Stack Web Development: PHP, HTML, CSS & JavaScript",SPECIALIZATION,BEGINNER,ONE_TO_THREE_MONTHS,4.333333333333333,18,false,true,Board Infinity,https://www.coursera.org/specializations/full-stack-web-development-php-html-css-and-js
Application Security,"Full-Stack Web Development: PHP, HTML, CSS & JavaScript",SPECIALIZATION,BEGINNER,ONE_TO_THREE_MONTHS,4.333333333333333,18,false,true,Board Infinity,https://www.coursera.org/specializations/full-stack-web-development-php-html-css-and-js
Authentications,"Full-Stack Web Development: PHP, HTML, CSS & JavaScript",SPECIALIZATION,BEGINNER,ONE_TO_THREE_MONTHS,4.333333333333333,18,false,true,Board Infinity,https://www.coursera.org/specializations/full-stack-web-development-php-html-css-and-js
Middleware,"Full-Stack Web Development: PHP, HTML, CSS & JavaScript",SPECIALIZATION,BEGINNER,ONE_TO_THREE_MONTHS,4.333333333333333,18,false,true,Board Infinity,https://www.coursera.org/specializations/full-stack-web-development-php-html-css-and-js
GitHub,Introduction to Web Development,COURSE,BEGINNER,ONE_TO_THREE_MONTHS,4.032258064516129,31,false,true,Microsoft,https://www.coursera.org/learn/introduction-to-web-development
HTML and CSS,Introduction to Web Development,COURSE,BEGINNER,ONE_TO_THREE_MONTHS,4.032258064516129,31,false,true,Microsoft,https://www.coursera.org/learn/introduction-to-web-development
Git (Version Control System),Introduction to Web Development,COURSE,BEGINNER,ONE_TO_THREE_MONTHS,4.032258064516129,31,false,true,Microsoft,https://www.coursera.org/learn/introduction-to-web-development
Microsoft Copilot,Introduction to Web Development,COURSE,BEGINNER,ONE_TO_THREE_MONTHS,4.032258064516129,31,false,true,Microsoft,https://www.coursera.org/learn/introduction-to-web-development
Web Development,Introduction to Web Development,COURSE,BEGINNER,ONE_TO_THREE_MONTHS,4.032258064516129,31,false,true,Microsoft,https://www.coursera.org/learn/introduction-to-web-development
Web Content Accessibility Guidelines,Introduction to Web Development,COURSE,BEGINNER,ONE_TO_THREE_MONTHS,4.032258064516129,31,false,true,Microsoft,https://www.coursera.org/learn/introduction-to-web-development
Responsive Web Design,Introduction to Web Development,COURSE,BEGINNER,ONE_TO_THREE_MONTHS,4.032258064516129,31,false,true,Microsoft,https://www.coursera.org/learn/introduction-to-web-development
Javascript,Introduction to Web Development,COURSE,BEGINNER,ONE_TO_THREE_MONTHS,4.032258064516129,31,false,true,Microsoft,https://www.coursera.org/learn/introduction-to-web-development
